STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-18,0.0,,32.8,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-19,0.0,,32.2,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-20,0.0,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-21,1.3,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-22,0.3,,31.1,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-23,0.0,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-24,0.0,,31.1,25.6
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-25,0.0,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-26,2.0,,31.7,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-27,3.8,,30.6,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-28,0.0,,30.0,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-29,0.0,,30.0,20.6
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-30,0.0,,30.0,21.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-31,0.0,,31.1,21.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-01,0.0,,32.2,21.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-02,0.0,,31.7,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-03,0.0,,28.9,21.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-04,0.0,,25.6,20.6
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-05,0.0,,25.6,20.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-06,0.0,,28.9,21.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-07,0.0,,31.1,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-08,0.0,,30.6,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-09,0.0,,30.6,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-10,0.0,,32.2,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-11,0.0,,31.1,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-12,0.0,,30.6,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-13,0.0,,30.6,20.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-14,0.0,,31.1,20.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-15,0.0,,30.0,21.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-16,0.0,,25.6,16.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-17,0.0,,26.7,15.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-18,0.0,,27.8,17.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-19,0.0,,28.3,21.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-20,0.0,,30.0,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-21,0.0,,31.7,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-22,0.0,,31.1,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-23,0.0,,31.7,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-24,0.0,,30.0,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-25,0.0,,31.1,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-26,0.0,,31.1,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-27,0.0,,30.6,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-28,0.0,,31.1,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-29,0.0,,30.0,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-30,0.0,,30.6,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-01-31,1.5,,30.6,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-01,2.0,,26.7,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-02,10.2,,28.3,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-03,0.0,,30.0,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-04,0.0,,30.0,21.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-05,0.0,,30.0,21.1
